[0],trial0_5
[-0.28864999999999696],trial0_6
[-0.05004000000000275],trial0_7
[0.07500000000000284],trial0_8
[0.16196000000000055],trial0_9
[0.22004999999999342],trial0_10
[0.27661000000000513],trial0_11
[0.3226699999999951],trial0_12
[0.362950000000005],trial0_13
[0.4073899999999995],trial0_14
[0.4963899999999981],trial0_15
[0.5145499999999998],trial0_16
[0.5577900000000042],trial0_17
[0.6235399999999984],trial0_18
[0.6741499999999974],trial0_19
[0.7527800000000013],trial0_20
[0.837060000000001],trial0_21
[0.9589999999999961],trial0_22
[1.0853600000000014],trial0_23
[1.222450000000002],trial0_24
[1.3559899999999985],trial0_25
[6.493569999999998],trial0_26
[3.377189999999999],trial0_27
[4.496400000000001],trial0_28
[6.090139999999998],trial0_29
[7.411970000000011],trial0_30
[9.945989999999995],trial0_31
[15.490349999999992],trial0_32
[10.67455000000001],trial0_33
[8.0415],trial0_34
[6.788600000000002],trial0_35
[4.828100000000006],trial0_36
[3.1593999999999767],trial0_37
[2.945900000000023],trial0_38
[2.19459999999998],trial0_39
[1.43780000000001],trial0_40
[1.305800000000005],trial0_41
[0.8405999999999949],trial0_42
[0.6741999999999848],trial0_43
[0.5301000000000045],trial0_44
[0.39750000000000796],trial0_45
[0.28829999999999245],trial0_46
[0.21530000000001337],trial0_47
[0.07040000000000646],trial0_48
[-0.01700000000002433],trial0_49
[-0.13199999999997658],trial0_50
[-0.204400000000021],trial0_51
[-0.3557999999999879],trial0_52
[-0.39879999999999427],trial0_53
[-0.583200000000005],trial0_54
[-0.6073000000000093],trial0_55
[-0.9590000000000032],trial0_56
[-1.0977999999999781],trial0_57
[-1.0366000000000213],trial0_58
[-1.480400000000003],trial0_59
[-1.4516999999999882],trial0_60
[-2.135799999999989],trial0_61
[-2.1520000000000152],trial0_62
[-2.6336000000000013],trial0_63
[-4.380499999999998],trial0_64
[-5.319099999999992],trial0_65
[-5.854900000000001],trial0_66
[-7.638900000000007],trial0_67
[-9.702159999999992],trial0_68
[-13.276989999999998],trial0_69
[-9.919640000000001],trial0_70
[-8.252660000000006],trial0_71
[-5.461370000000002],trial0_72
[-4.927589999999995],trial0_73
[-3.0844000000000023],trial0_74
[-2.656550000000003],trial0_75
[-1.7671500000000009],trial0_76
[-1.3769399999999976],trial0_77
[-1.0617599999999996],trial0_78
[-0.825569999999999],trial0_79
[-0.5914300000000026],trial0_80
[-0.39891999999999683],trial0_81
[-0.2065899999999985],trial0_82
[-0.027830000000001576],trial0_83
[0.16250000000000142],trial0_84
[0.4373900000000006],trial0_85
[0.7168299999999945],trial0_86
[0.8285000000000053],trial0_87
[1.32817],trial0_88
[1.71922],trial0_89
[2.2563499999999976],trial0_90
[2.407449999999997],trial0_91
[3.079889999999999],trial0_92
[4.88138],trial0_93
[5.490899999999996],trial0_94
[8.59978000000001],trial0_95
[8.96902],trial0_96
[10.05852999999999],trial0_97
[7.825540000000004],trial0_98
[6.051500000000004],trial0_99
[5.825900000000004],trial0_100
[3.416499999999999],trial0_101
[3.293599999999998],trial0_102
[2.2150999999999925],trial0_103
[1.9044000000000096],trial0_104
[1.8872999999999962],trial0_105
[1.3286999999999978],trial0_106
[1.436000000000007],trial0_107
[1.0856999999999886],trial0_108
[0.900100000000009],trial0_109
[1.0242000000000075],trial0_110
[0.8765999999999963],trial0_111
[0.719300000000004],trial0_112
[0.643999999999977],trial0_113
[0.5083000000000197],trial0_114
[0.45699999999999363],trial0_115
[0.4071999999999889],trial0_116
[0.37579999999999814],trial0_117
[0.3435000000000059],trial0_118
[0.3085000000000093],trial0_119
[0.3170000000000073],trial0_120
[0.2383999999999844],trial0_121
[0.205600000000004],trial0_122
[0.20889999999999986],trial0_123
[0.12530000000000996],trial0_124
[0.0519999999999925],trial0_125
[-0.07210000000000605],trial0_126
[-0.27789999999998827],trial0_127
[0],trial1_5
[-0.1515799999999956],trial1_6
[0.10172999999999632],trial1_7
[0.1992699999999985],trial1_8
[0.2680000000000007],trial1_9
[0.3285899999999984],trial1_10
[0.3902100000000033],trial1_11
[0.4996500000000026],trial1_12
[0.5626599999999939],trial1_13
[0.6539199999999994],trial1_14
[0.6163600000000002],trial1_15
[0.6998300000000057],trial1_16
[0.7767300000000006],trial1_17
[0.880669999999995],trial1_18
[1.0252200000000045],trial1_19
[1.1128499999999946],trial1_20
[1.2766700000000029],trial1_21
[1.8057500000000033],trial1_22
[1.8115099999999984],trial1_23
[2.1103400000000008],trial1_24
[2.6415799999999976],trial1_25
[4.13917],trial1_26
[4.730979999999995],trial1_27
[6.322569999999999],trial1_28
[8.089550000000003],trial1_29
[8.778019999999998],trial1_30
[6.47187000000001],trial1_31
[5.49982],trial1_32
[5.091899999999995],trial1_33
[3.3533999999999935],trial1_34
[2.644200000000012],trial1_35
[2.0274],trial1_36
[1.7976999999999919],trial1_37
[1.176400000000001],trial1_38
[0.660899999999998],trial1_39
[0.2353000000000094],trial1_40
[-0.10080000000000666],trial1_41
[-0.3982000000000028],trial1_42
[-0.7094000000000023],trial1_43
[-1.0454000000000008],trial1_44
[-1.4126999999999867],trial1_45
[-1.7962000000000131],trial1_46
[-2.27409999999999],trial1_47
[-2.8950000000000102],trial1_48
[-3.5124999999999886],trial1_49
[-4.319299999999998],trial1_50
[-2.744070000000008],trial1_51
[-2.2846799999999945],trial1_52
[-2.0937899999999985],trial1_53
[-1.8185200000000066],trial1_54
[-1.5732399999999984],trial1_55
[-1.3452900000000056],trial1_56
[-1.0598600000000005],trial1_57
[-0.815889999999996],trial1_58
[-0.5888599999999968],trial1_59
[-0.3746799999999979],trial1_60
[-0.1341900000000038],trial1_61
[0.1232700000000051],trial1_62
[0.40538999999999703],trial1_63
[0.5782399999999939],trial1_64
[0.813130000000001],trial1_65
[1.0206700000000097],trial1_66
[1.2317199999999957],trial1_67
[1.450189999999992],trial1_68
[1.6788999999999987],trial1_69
[1.9585500000000025],trial1_70
[2.9982200000000034],trial1_71
[3.5616899999999987],trial1_72
[2.376400000000004],trial1_73
[2.3854999999999933],trial1_74
[1.737400000000008],trial1_75
[1.0876999999999981],trial1_76
[0.6196999999999946],trial1_77
[0.3316999999999979],trial1_78
[0.052600000000012415],trial1_79
[-0.2960000000000065],trial1_80
[-0.6260999999999939],trial1_81
[-1.1984000000000066],trial1_82
[-1.2634000000000043],trial1_83
[-2.0335999999999927],trial1_84
[-2.5563000000000073],trial1_85
[-2.6762799999999913],trial1_86
[-3.250700000000009],trial1_87
[-3.921610000000001],trial1_88
[-6.154129999999995],trial1_89
[-7.157330000000002],trial1_90
[-6.040779999999998],trial1_91
[-6.54692],trial1_92
[-5.452959999999997],trial1_93
[-3.481650000000002],trial1_94
[-3.298879999999997],trial1_95
[-2.5078999999999994],trial1_96
[-1.7865800000000007],trial1_97
[-1.5421800000000019],trial1_98
[-1.4391699999999972],trial1_99
[-1.145780000000002],trial1_100
[-1.175699999999999],trial1_101
[-1.0039100000000047],trial1_102
[-0.9224599999999938],trial1_103
[-0.7760100000000065],trial1_104
[-0.71481],trial1_105
[-0.6214699999999951],trial1_106
[-0.5753800000000027],trial1_107
[-0.5189299999999974],trial1_108
[-0.4622799999999998],trial1_109
[-0.39513000000000176],trial1_110
[-0.28784000000000276],trial1_111
[-0.26705999999999364],trial1_112
[-0.2360700000000051],trial1_113
[-0.15923000000000087],trial1_114
[-0.04860000000000042],trial1_115
[0.06925000000000381],trial1_116
[0],trial2_5
[0.48610000000002174],trial2_6
[0.28839999999999577],trial2_7
[0.1851000000000056],trial2_8
[0.13399999999998613],trial2_9
[0.057899999999989404],trial2_10
[0.030100000000004457],trial2_11
[-0.0010000000000047748],trial2_12
[-0.01989999999997849],trial2_13
[-0.03470000000001505],trial2_14
[-0.048699999999996635],trial2_15
[-0.0730000000000075],trial2_16
[-0.0946999999999889],trial2_17
[-0.10020000000000095],trial2_18
[-0.11420000000001096],trial2_19
[-0.11990000000000123],trial2_20
[-0.1477999999999895],trial2_21
[-0.12409999999999854],trial2_22
[-0.16079999999999472],trial2_23
[-0.14510000000001355],trial2_24
[-0.1968999999999994],trial2_25
[-0.19389999999998508],trial2_26
[-0.21800000000001774],trial2_27
[-0.21599999999997976],trial2_28
[-0.22380000000001132],trial2_29
[-0.20359999999999445],trial2_30
[-0.265199999999993],trial2_31
